name,naming_series,customer,posting_date,company
DN-DEMO-000565,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000566,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000567,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-08-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000568,MAT-DN-.YYYY.-,Children Medical Center 46,2025-08-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000569,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2025-08-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000570,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000571,MAT-DN-.YYYY.-,Punjab District Hospital 12,2025-08-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000572,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000573,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000574,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000575,MAT-DN-.YYYY.-,Allied Medical Center 35,2025-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000576,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-08-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000577,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000578,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000579,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-09-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000580,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-09-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000581,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000582,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2025-09-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000583,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000584,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000585,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-09-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000586,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-09-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000587,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000588,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000589,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000590,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000591,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000592,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000593,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000594,MAT-DN-.YYYY.-,National Medical Center 48,2025-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000595,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000596,MAT-DN-.YYYY.-,CMH Medical Center 39,2025-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000597,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000598,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000599,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000600,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000601,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000602,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-09-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000603,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000604,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000605,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000606,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000607,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-09-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000608,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000609,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000610,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000611,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000612,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000613,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000614,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000615,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2025-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000616,MAT-DN-.YYYY.-,Children Medical Center 46,2025-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000617,MAT-DN-.YYYY.-,National District Hospital 17,2025-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000618,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000619,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000620,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000621,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000622,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000623,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-10-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000624,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000625,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000626,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-10-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000627,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-10-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000628,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-10-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000629,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000630,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2025-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000631,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000632,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-10-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000633,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000634,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000635,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000636,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000637,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-10-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000638,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000639,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-11-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000640,MAT-DN-.YYYY.-,Children Medical Center 46,2025-11-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000641,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-11-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000642,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-11-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000643,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-11-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000644,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-11-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000645,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000646,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000647,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000648,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-11-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000649,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000650,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2025-11-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000651,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-11-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000652,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000653,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000654,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2025-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000655,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-11-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000656,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000657,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000658,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000659,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-11-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000660,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000661,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000662,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-11-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000663,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000664,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000665,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-11-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000666,MAT-DN-.YYYY.-,National District Hospital 17,2025-11-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000667,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000668,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000669,MAT-DN-.YYYY.-,National Medical Center 48,2025-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000670,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-11-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000671,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-11-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000672,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-11-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000673,MAT-DN-.YYYY.-,Children Medical Center 46,2025-11-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000674,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-11-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000675,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000676,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-11-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000677,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2025-11-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000678,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-11-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000679,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2025-11-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000680,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000681,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000682,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000683,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000684,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-12-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000685,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-12-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000686,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-12-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000687,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-12-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000688,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-12-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000689,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-12-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000690,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-12-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000691,MAT-DN-.YYYY.-,Allied Medical Center 35,2025-12-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000692,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-12-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000693,MAT-DN-.YYYY.-,National Medical Center 54,2025-12-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000694,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-12-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000695,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-12-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000696,MAT-DN-.YYYY.-,National Medical Center 54,2025-12-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000697,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000698,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2025-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000699,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-12-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000700,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-12-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000701,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-12-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000702,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2025-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000703,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-12-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000704,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000705,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-12-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000706,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-12-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000707,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2025-12-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000708,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-12-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000709,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-12-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000710,MAT-DN-.YYYY.-,CMH Medical Center 39,2026-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000711,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2026-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000712,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2026-01-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000713,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2026-01-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000714,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2026-01-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000715,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2026-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000716,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2026-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000717,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2026-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000718,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-01-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000719,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-01-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000720,MAT-DN-.YYYY.-,CMH Medical Center 39,2026-01-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000721,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2026-01-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000722,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2026-01-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000723,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2026-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000724,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2026-01-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000725,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2026-01-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000726,MAT-DN-.YYYY.-,CMH Medical Center 39,2026-01-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000727,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2026-01-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000728,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-01-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000729,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2026-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000730,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2026-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000731,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2026-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000732,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2026-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000733,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2026-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000734,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2026-01-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000735,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2026-01-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000736,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2026-01-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000737,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2026-01-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000738,MAT-DN-.YYYY.-,Medix District Hospital 11,2026-01-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000739,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2026-01-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000740,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2026-01-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000741,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2026-01-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000742,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2026-01-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000743,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2026-01-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000744,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2026-01-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000745,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2026-01-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000746,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2026-02-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000747,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2026-02-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000748,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2026-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000749,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2026-02-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000750,MAT-DN-.YYYY.-,National Medical Center 54,2026-02-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000751,MAT-DN-.YYYY.-,National Medical Center 54,2026-02-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000752,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2026-02-05,EnXi Biomedical & Waste Management (Pvt) Ltd
