parent,parenttype,parentfield,item_code,qty,uom,rate
SI-DEMO-000818,Sales Invoice,items,BIO-00101,4,Nos,1115683
SI-DEMO-000819,Sales Invoice,items,BIO-00396,8,Nos,2821124
SI-DEMO-000820,Sales Invoice,items,BIO-00105,8,Nos,1049905
SI-DEMO-000820,Sales Invoice,items,BIO-00331,46,Nos,375009
SI-DEMO-000821,Sales Invoice,items,BIO-00361,4,Nos,368827
SI-DEMO-000821,Sales Invoice,items,BIO-00185,1,Nos,498118
SI-DEMO-000822,Sales Invoice,items,BIO-00293,10,Nos,1694886
SI-DEMO-000823,Sales Invoice,items,BIO-00212,10,Nos,1666637
SI-DEMO-000824,Sales Invoice,items,BIO-00158,1,Nos,1560731
SI-DEMO-000825,Sales Invoice,items,BIO-00370,3,Nos,2202156
SI-DEMO-000826,Sales Invoice,items,BIO-00131,4,Nos,1164827
SI-DEMO-000827,Sales Invoice,items,BIO-00420,9,Nos,1426730
SI-DEMO-000828,Sales Invoice,items,BIO-00229,2,Nos,714786
SI-DEMO-000829,Sales Invoice,items,BIO-00252,5,Nos,204339
SI-DEMO-000830,Sales Invoice,items,BIO-00104,2,Nos,1122144
SI-DEMO-000830,Sales Invoice,items,BIO-00383,27,Nos,356099
SI-DEMO-000831,Sales Invoice,items,BIO-00108,2,Nos,1776682
SI-DEMO-000832,Sales Invoice,items,BIO-00235,4,Nos,1250269
SI-DEMO-000832,Sales Invoice,items,BIO-00397,29,Nos,15192
SI-DEMO-000833,Sales Invoice,items,BIO-00266,7,Nos,1655043
SI-DEMO-000834,Sales Invoice,items,BIO-00425,2,Nos,918944
SI-DEMO-000835,Sales Invoice,items,BIO-00265,8,Nos,1195756
SI-DEMO-000836,Sales Invoice,items,BIO-00270,3,Nos,2024608
SI-DEMO-000836,Sales Invoice,items,BIO-00410,17,Nos,93401
SI-DEMO-000837,Sales Invoice,items,BIO-00290,2,Nos,1313181
SI-DEMO-000837,Sales Invoice,items,BIO-00304,32,Nos,350758
SI-DEMO-000838,Sales Invoice,items,BIO-00097,3,Nos,2121729
SI-DEMO-000839,Sales Invoice,items,BIO-00172,10,Nos,2999752
SI-DEMO-000840,Sales Invoice,items,BIO-00340,10,Nos,2384178
SI-DEMO-000841,Sales Invoice,items,BIO-00327,1,Nos,1312076
SI-DEMO-000842,Sales Invoice,items,BIO-00263,7,Nos,1460366
SI-DEMO-000843,Sales Invoice,items,CNT-012,7,Nos,2349731
SI-DEMO-000844,Sales Invoice,items,BIO-00194,7,Nos,2191108
SI-DEMO-000845,Sales Invoice,items,SVC-TRN-009,3,Nos,537
SI-DEMO-000845,Sales Invoice,items,BIO-00067,25,Nos,494982
SI-DEMO-000846,Sales Invoice,items,BIO-00344,9,Nos,819664
SI-DEMO-000847,Sales Invoice,items,BIO-00122,6,Nos,112434
SI-DEMO-000847,Sales Invoice,items,BIO-00210,9,Nos,415990
SI-DEMO-000848,Sales Invoice,items,BIO-00402,9,Nos,2032947
SI-DEMO-000849,Sales Invoice,items,BIO-00421,1,Nos,2032787
SI-DEMO-000849,Sales Invoice,items,BIO-00326,9,Nos,197779
SI-DEMO-000850,Sales Invoice,items,BIO-00368,4,Nos,1009109
SI-DEMO-000851,Sales Invoice,items,BIO-00233,4,Nos,1561819
SI-DEMO-000852,Sales Invoice,items,BIO-00444,9,Nos,1985651
SI-DEMO-000853,Sales Invoice,items,BIO-00132,5,Nos,1379739
SI-DEMO-000854,Sales Invoice,items,BIO-00112,1,Nos,2472871
SI-DEMO-000854,Sales Invoice,items,BIO-00308,37,Nos,420314
SI-DEMO-000855,Sales Invoice,items,BIO-00391,6,Nos,2317398
SI-DEMO-000856,Sales Invoice,items,BIO-00177,6,Nos,206432
SI-DEMO-000857,Sales Invoice,items,BIO-00452,2,Nos,1330469
SI-DEMO-000858,Sales Invoice,items,BIO-00358,7,Nos,1604048
SI-DEMO-000858,Sales Invoice,items,BIO-00313,3,Nos,270227
SI-DEMO-000859,Sales Invoice,items,BIO-00357,4,Nos,1099862
SI-DEMO-000860,Sales Invoice,items,BIO-00201,9,Nos,2213447
SI-DEMO-000860,Sales Invoice,items,BIO-00108,24,Nos,497447
SI-DEMO-000861,Sales Invoice,items,BIO-00115,2,Nos,469449
SI-DEMO-000862,Sales Invoice,items,BIO-00369,3,Nos,186756
SI-DEMO-000863,Sales Invoice,items,BIO-00160,9,Nos,2582634
SI-DEMO-000864,Sales Invoice,items,BIO-00365,2,Nos,2477446
SI-DEMO-000865,Sales Invoice,items,BIO-00420,5,Nos,1539444
SI-DEMO-000866,Sales Invoice,items,BIO-00440,2,Nos,368740
SI-DEMO-000866,Sales Invoice,items,BIO-00314,15,Nos,116563
SI-DEMO-000867,Sales Invoice,items,BIO-00419,5,Nos,2686565
SI-DEMO-000867,Sales Invoice,items,BIO-00129,30,Nos,149237
SI-DEMO-000868,Sales Invoice,items,CNT-020,5,Nos,981351
SI-DEMO-000869,Sales Invoice,items,BIO-00309,6,Nos,1130091
SI-DEMO-000870,Sales Invoice,items,BIO-00084,6,Nos,1385300
SI-DEMO-000871,Sales Invoice,items,SVC-PATH,834,Kg,760
SI-DEMO-000871,Sales Invoice,items,BIO-00058,29,Nos,195018
SI-DEMO-000872,Sales Invoice,items,BIO-00242,2,Nos,120194
SI-DEMO-000873,Sales Invoice,items,BIO-00078,8,Nos,1197298
SI-DEMO-000873,Sales Invoice,items,BIO-00260,35,Nos,154283
SI-DEMO-000874,Sales Invoice,items,BIO-00262,8,Nos,2515559
SI-DEMO-000875,Sales Invoice,items,BIO-00132,2,Nos,57549
SI-DEMO-000876,Sales Invoice,items,BIO-00231,3,Nos,1569291
SI-DEMO-000876,Sales Invoice,items,BIO-00178,24,Nos,459622
SI-DEMO-000877,Sales Invoice,items,BIO-00313,9,Nos,2446201
SI-DEMO-000878,Sales Invoice,items,BIO-00316,5,Nos,1245833
SI-DEMO-000879,Sales Invoice,items,BIO-00296,2,Nos,1152681
SI-DEMO-000880,Sales Invoice,items,BIO-00323,6,Nos,1488466
SI-DEMO-000881,Sales Invoice,items,BIO-00312,6,Nos,280262
SI-DEMO-000882,Sales Invoice,items,BIO-00358,9,Nos,554612
SI-DEMO-000882,Sales Invoice,items,BIO-00246,13,Nos,44968
SI-DEMO-000883,Sales Invoice,items,BIO-00433,4,Nos,2635308
SI-DEMO-000884,Sales Invoice,items,BIO-00139,2,Nos,2499904
SI-DEMO-000885,Sales Invoice,items,BIO-00134,8,Nos,2428637
SI-DEMO-000886,Sales Invoice,items,BIO-00216,7,Nos,2451652
SI-DEMO-000886,Sales Invoice,items,BIO-00284,35,Nos,58340
SI-DEMO-000887,Sales Invoice,items,BIO-00211,5,Nos,957035
SI-DEMO-000887,Sales Invoice,items,BIO-00250,41,Nos,57474
SI-DEMO-000888,Sales Invoice,items,BIO-00087,8,Nos,370072
SI-DEMO-000888,Sales Invoice,items,BIO-00140,19,Nos,431834
SI-DEMO-000889,Sales Invoice,items,BIO-00240,3,Nos,214141
SI-DEMO-000889,Sales Invoice,items,BIO-00330,25,Nos,54111
SI-DEMO-000890,Sales Invoice,items,BIO-00343,10,Nos,1746956
SI-DEMO-000891,Sales Invoice,items,BIO-00424,9,Nos,1913144
SI-DEMO-000892,Sales Invoice,items,BIO-00118,7,Nos,750476
SI-DEMO-000893,Sales Invoice,items,BIO-00062,7,Nos,2372637
SI-DEMO-000894,Sales Invoice,items,BIO-00128,10,Nos,1768341
SI-DEMO-000895,Sales Invoice,items,CNT-017,7,Nos,192415
SI-DEMO-000896,Sales Invoice,items,BIO-00245,2,Nos,1928781
SI-DEMO-000897,Sales Invoice,items,BIO-00355,8,Nos,1270513
SI-DEMO-000898,Sales Invoice,items,BIO-00109,9,Nos,2599819
SI-DEMO-000898,Sales Invoice,items,BIO-00374,38,Nos,403525
SI-DEMO-000899,Sales Invoice,items,BIO-00178,7,Nos,334616
SI-DEMO-000899,Sales Invoice,items,SVC-TRN-007,44,Nos,649
SI-DEMO-000900,Sales Invoice,items,CNT-015,7,Nos,9850
SI-DEMO-000901,Sales Invoice,items,BIO-00113,6,Nos,2306203
SI-DEMO-000902,Sales Invoice,items,BIO-00162,6,Nos,1379824
SI-DEMO-000903,Sales Invoice,items,BIO-00345,3,Nos,769808
SI-DEMO-000903,Sales Invoice,items,BIO-00093,48,Nos,454885
SI-DEMO-000904,Sales Invoice,items,BIO-00422,6,Nos,1619247
SI-DEMO-000905,Sales Invoice,items,BIO-00185,2,Nos,2696493
SI-DEMO-000905,Sales Invoice,items,BIO-00098,4,Nos,335776
SI-DEMO-000906,Sales Invoice,items,BIO-00136,3,Nos,1201340
SI-DEMO-000906,Sales Invoice,items,BIO-00222,36,Nos,385562
SI-DEMO-000907,Sales Invoice,items,BIO-00063,1,Nos,2100361
SI-DEMO-000907,Sales Invoice,items,BIO-00399,27,Nos,225948
SI-DEMO-000908,Sales Invoice,items,BIO-00367,9,Nos,2817498
SI-DEMO-000908,Sales Invoice,items,BIO-00279,25,Nos,321129
SI-DEMO-000909,Sales Invoice,items,BIO-00070,8,Nos,1824306
SI-DEMO-000909,Sales Invoice,items,BIO-00149,17,Nos,22349
SI-DEMO-000910,Sales Invoice,items,BIO-00288,7,Nos,952748
SI-DEMO-000911,Sales Invoice,items,BIO-00237,7,Nos,2815742
SI-DEMO-000912,Sales Invoice,items,BIO-00245,3,Nos,1715063
SI-DEMO-000912,Sales Invoice,items,BIO-00107,3,Nos,451846
SI-DEMO-000913,Sales Invoice,items,BIO-00379,3,Nos,120657
SI-DEMO-000913,Sales Invoice,items,SVC-JAN-004,2,Nos,522
SI-DEMO-000914,Sales Invoice,items,BIO-00337,5,Nos,2410951
SI-DEMO-000915,Sales Invoice,items,BIO-00300,2,Nos,2299618
SI-DEMO-000916,Sales Invoice,items,BIO-00416,9,Nos,2824187
SI-DEMO-000916,Sales Invoice,items,BIO-00385,20,Nos,233742
SI-DEMO-000917,Sales Invoice,items,BIO-00319,5,Nos,2901111
SI-DEMO-000918,Sales Invoice,items,BIO-00174,8,Nos,478537
SI-DEMO-000919,Sales Invoice,items,BIO-00226,10,Nos,379712
SI-DEMO-000920,Sales Invoice,items,BIO-00116,10,Nos,994135
SI-DEMO-000921,Sales Invoice,items,BIO-00087,10,Nos,2839111
SI-DEMO-000922,Sales Invoice,items,CNT-014,3,Nos,820030
SI-DEMO-000923,Sales Invoice,items,BIO-00441,1,Nos,2111722
SI-DEMO-000924,Sales Invoice,items,BIO-00222,8,Nos,2810637
SI-DEMO-000925,Sales Invoice,items,BIO-00402,10,Nos,485193
SI-DEMO-000925,Sales Invoice,items,BIO-00297,14,Nos,281576
SI-DEMO-000926,Sales Invoice,items,BIO-00167,9,Nos,1437832
SI-DEMO-000926,Sales Invoice,items,BIO-00369,31,Nos,469987
SI-DEMO-000927,Sales Invoice,items,BIO-00336,1,Nos,1024529
SI-DEMO-000927,Sales Invoice,items,BIO-00428,6,Nos,18356
SI-DEMO-000928,Sales Invoice,items,BIO-00424,3,Nos,1472176
SI-DEMO-000929,Sales Invoice,items,BIO-00420,8,Nos,2311281
SI-DEMO-000930,Sales Invoice,items,BIO-00280,3,Nos,783817
SI-DEMO-000930,Sales Invoice,items,BIO-00109,25,Nos,268715
SI-DEMO-000931,Sales Invoice,items,BIO-00387,9,Nos,1046768
SI-DEMO-000931,Sales Invoice,items,BIO-00056,44,Nos,51298
SI-DEMO-000932,Sales Invoice,items,BIO-00110,5,Nos,765456
SI-DEMO-000933,Sales Invoice,items,BIO-00434,1,Nos,1110861
SI-DEMO-000934,Sales Invoice,items,BIO-00072,10,Nos,1454545
SI-DEMO-000935,Sales Invoice,items,CNT-020,8,Nos,2483572
SI-DEMO-000936,Sales Invoice,items,BIO-00062,4,Nos,2319170
SI-DEMO-000937,Sales Invoice,items,BIO-00440,10,Nos,1420407
SI-DEMO-000937,Sales Invoice,items,BIO-00141,5,Nos,93551
SI-DEMO-000938,Sales Invoice,items,BIO-00116,6,Nos,1176625
SI-DEMO-000939,Sales Invoice,items,BIO-00068,3,Nos,2151418
SI-DEMO-000939,Sales Invoice,items,BIO-00355,36,Nos,21058
SI-DEMO-000940,Sales Invoice,items,BIO-00442,9,Nos,1900333
SI-DEMO-000940,Sales Invoice,items,BIO-00282,8,Nos,482541
SI-DEMO-000941,Sales Invoice,items,BIO-00143,5,Nos,2178776
SI-DEMO-000942,Sales Invoice,items,BIO-00164,1,Nos,655029
SI-DEMO-000943,Sales Invoice,items,BIO-00059,7,Nos,941482
SI-DEMO-000944,Sales Invoice,items,BIO-00190,1,Nos,2010620
SI-DEMO-000945,Sales Invoice,items,BIO-00363,3,Nos,2417821
SI-DEMO-000946,Sales Invoice,items,BIO-00410,10,Nos,2421288
SI-DEMO-000947,Sales Invoice,items,BIO-00401,3,Nos,1840073
SI-DEMO-000948,Sales Invoice,items,CNT-020,7,Nos,764464
SI-DEMO-000949,Sales Invoice,items,BIO-00076,8,Nos,1624991
SI-DEMO-000949,Sales Invoice,items,BIO-00283,10,Nos,29040
SI-DEMO-000950,Sales Invoice,items,BIO-00069,3,Nos,163790
SI-DEMO-000951,Sales Invoice,items,BIO-00302,1,Nos,871031
SI-DEMO-000952,Sales Invoice,items,BIO-00420,2,Nos,2432240
SI-DEMO-000952,Sales Invoice,items,BIO-00144,8,Nos,335141
SI-DEMO-000953,Sales Invoice,items,BIO-00063,4,Nos,1387123
SI-DEMO-000954,Sales Invoice,items,BIO-00146,8,Nos,230248
SI-DEMO-000955,Sales Invoice,items,BIO-00330,3,Nos,1945510
SI-DEMO-000956,Sales Invoice,items,BIO-00299,8,Nos,1894216
SI-DEMO-000956,Sales Invoice,items,BIO-00412,20,Nos,22412
SI-DEMO-000957,Sales Invoice,items,BIO-00288,7,Nos,1972260
SI-DEMO-000958,Sales Invoice,items,SVC-JAN-001,8,Nos,645
SI-DEMO-000959,Sales Invoice,items,BIO-00396,8,Nos,1936776
SI-DEMO-000960,Sales Invoice,items,BIO-00105,4,Nos,1569883
SI-DEMO-000961,Sales Invoice,items,BIO-00297,5,Nos,1358273
SI-DEMO-000962,Sales Invoice,items,BIO-00395,5,Nos,1936694
SI-DEMO-000962,Sales Invoice,items,BIO-00373,22,Nos,338709
SI-DEMO-000963,Sales Invoice,items,BIO-00158,3,Nos,1184422
SI-DEMO-000964,Sales Invoice,items,BIO-00159,3,Nos,178850
SI-DEMO-000965,Sales Invoice,items,BIO-00434,2,Nos,1394599
SI-DEMO-000965,Sales Invoice,items,BIO-00297,10,Nos,318885
SI-DEMO-000966,Sales Invoice,items,BIO-00078,9,Nos,10848
SI-DEMO-000967,Sales Invoice,items,BIO-00153,6,Nos,341356
SI-DEMO-000968,Sales Invoice,items,BIO-00374,1,Nos,1669698
SI-DEMO-000969,Sales Invoice,items,BIO-00451,5,Nos,1425648
SI-DEMO-000970,Sales Invoice,items,BIO-00198,9,Nos,995610
SI-DEMO-000971,Sales Invoice,items,BIO-00435,9,Nos,1828994
SI-DEMO-000971,Sales Invoice,items,BIO-00126,18,Nos,68832
SI-DEMO-000972,Sales Invoice,items,BIO-00442,1,Nos,474637
SI-DEMO-000973,Sales Invoice,items,BIO-00106,10,Nos,483917
SI-DEMO-000974,Sales Invoice,items,BIO-00428,7,Nos,1200212
SI-DEMO-000975,Sales Invoice,items,BIO-00243,2,Nos,2352959
SI-DEMO-000976,Sales Invoice,items,BIO-00227,10,Nos,1210758
SI-DEMO-000976,Sales Invoice,items,BIO-00343,32,Nos,10904
SI-DEMO-000977,Sales Invoice,items,BIO-00171,2,Nos,1436066
SI-DEMO-000978,Sales Invoice,items,BIO-00454,3,Nos,2420601
SI-DEMO-000978,Sales Invoice,items,SVC-JAN-006,45,Nos,539
SI-DEMO-000979,Sales Invoice,items,BIO-00440,1,Nos,2591960
SI-DEMO-000979,Sales Invoice,items,BIO-00363,34,Nos,143435
SI-DEMO-000980,Sales Invoice,items,BIO-00192,5,Nos,682008
SI-DEMO-000981,Sales Invoice,items,BIO-00335,1,Nos,919398
SI-DEMO-000982,Sales Invoice,items,BIO-00130,10,Nos,2888747
SI-DEMO-000982,Sales Invoice,items,BIO-00299,23,Nos,252289
SI-DEMO-000983,Sales Invoice,items,BIO-00302,10,Nos,2747776
SI-DEMO-000984,Sales Invoice,items,BIO-00135,10,Nos,1386693
SI-DEMO-000985,Sales Invoice,items,BIO-00149,4,Nos,805159
SI-DEMO-000985,Sales Invoice,items,BIO-00395,27,Nos,490153
SI-DEMO-000986,Sales Invoice,items,BIO-00129,4,Nos,564452
SI-DEMO-000986,Sales Invoice,items,BIO-00241,15,Nos,298249
SI-DEMO-000987,Sales Invoice,items,BIO-00092,10,Nos,1760038
SI-DEMO-000988,Sales Invoice,items,BIO-00444,8,Nos,1991286
SI-DEMO-000989,Sales Invoice,items,BIO-00146,8,Nos,2364915
SI-DEMO-000990,Sales Invoice,items,BIO-00101,2,Nos,1956933
SI-DEMO-000991,Sales Invoice,items,BIO-00242,6,Nos,1187203
SI-DEMO-000992,Sales Invoice,items,BIO-00295,1,Nos,1098979
SI-DEMO-000993,Sales Invoice,items,BIO-00250,7,Nos,2512277
SI-DEMO-000993,Sales Invoice,items,BIO-00218,18,Nos,364716
SI-DEMO-000994,Sales Invoice,items,BIO-00242,9,Nos,1653603
SI-DEMO-000995,Sales Invoice,items,BIO-00203,3,Nos,914208
SI-DEMO-000996,Sales Invoice,items,SVC-SHRP,1993,Kg,790
SI-DEMO-000997,Sales Invoice,items,BIO-00360,9,Nos,2809143
SI-DEMO-000998,Sales Invoice,items,BIO-00319,4,Nos,2284757
SI-DEMO-000999,Sales Invoice,items,BIO-00384,6,Nos,127369
SI-DEMO-001000,Sales Invoice,items,BIO-00451,4,Nos,694453
SI-DEMO-001001,Sales Invoice,items,BIO-00404,2,Nos,204956
SI-DEMO-001002,Sales Invoice,items,BIO-00326,4,Nos,458123
SI-DEMO-001003,Sales Invoice,items,BIO-00059,7,Nos,2900134
SI-DEMO-001004,Sales Invoice,items,BIO-00410,9,Nos,320927
SI-DEMO-001005,Sales Invoice,items,BIO-00358,8,Nos,2076949
SI-DEMO-001005,Sales Invoice,items,CNT-012,8,Nos,124498
SI-DEMO-001006,Sales Invoice,items,BIO-00454,2,Nos,1235097
SI-DEMO-001007,Sales Invoice,items,BIO-00298,6,Nos,1316793
SI-DEMO-001008,Sales Invoice,items,BIO-00245,1,Nos,1714717
SI-DEMO-001009,Sales Invoice,items,BIO-00200,2,Nos,620759
SI-DEMO-001010,Sales Invoice,items,BIO-00089,3,Nos,2345973
SI-DEMO-001011,Sales Invoice,items,SVC-TRN-008,2,Nos,480
SI-DEMO-001011,Sales Invoice,items,BIO-00261,40,Nos,46024
SI-DEMO-001012,Sales Invoice,items,BIO-00357,2,Nos,2189979
SI-DEMO-001012,Sales Invoice,items,BIO-00349,27,Nos,302412
SI-DEMO-001013,Sales Invoice,items,BIO-00222,4,Nos,594673
SI-DEMO-001014,Sales Invoice,items,BIO-00331,8,Nos,1076999
SI-DEMO-001015,Sales Invoice,items,BIO-00292,6,Nos,2214005
SI-DEMO-001016,Sales Invoice,items,BIO-00434,7,Nos,2702690
SI-DEMO-001017,Sales Invoice,items,BIO-00288,10,Nos,657583
SI-DEMO-001017,Sales Invoice,items,BIO-00235,14,Nos,441142
SI-DEMO-001018,Sales Invoice,items,BIO-00156,1,Nos,926119
SI-DEMO-001018,Sales Invoice,items,BIO-00402,18,Nos,4615
SI-DEMO-001019,Sales Invoice,items,BIO-00224,7,Nos,2805183
SI-DEMO-001020,Sales Invoice,items,BIO-00174,3,Nos,2740438
SI-DEMO-001021,Sales Invoice,items,BIO-00093,9,Nos,2661749
SI-DEMO-001022,Sales Invoice,items,SVC-CYTO,272,Kg,153
SI-DEMO-001022,Sales Invoice,items,BIO-00329,9,Nos,181332
SI-DEMO-001023,Sales Invoice,items,BIO-00368,2,Nos,2113412
SI-DEMO-001024,Sales Invoice,items,BIO-00184,6,Nos,1625759
SI-DEMO-001025,Sales Invoice,items,BIO-00259,8,Nos,191342
SI-DEMO-001025,Sales Invoice,items,BIO-00162,45,Nos,403227
SI-DEMO-001026,Sales Invoice,items,BIO-00128,6,Nos,1917348
SI-DEMO-001026,Sales Invoice,items,BIO-00149,16,Nos,196946
SI-DEMO-001027,Sales Invoice,items,BIO-00408,7,Nos,1107017
SI-DEMO-001028,Sales Invoice,items,BIO-00377,5,Nos,2250737
SI-DEMO-001029,Sales Invoice,items,CNT-012,10,Nos,241527
SI-DEMO-001030,Sales Invoice,items,BIO-00359,7,Nos,651482
SI-DEMO-001030,Sales Invoice,items,BIO-00144,36,Nos,196833
SI-DEMO-001031,Sales Invoice,items,BIO-00080,2,Nos,1252966
SI-DEMO-001032,Sales Invoice,items,BIO-00058,5,Nos,247001
SI-DEMO-001033,Sales Invoice,items,BIO-00251,9,Nos,37659
SI-DEMO-001033,Sales Invoice,items,BIO-00317,18,Nos,194435
SI-DEMO-001034,Sales Invoice,items,BIO-00222,10,Nos,2945416
SI-DEMO-001035,Sales Invoice,items,BIO-00217,2,Nos,1801927
SI-DEMO-001035,Sales Invoice,items,BIO-00178,3,Nos,10057
SI-DEMO-001036,Sales Invoice,items,BIO-00097,10,Nos,754705
SI-DEMO-001036,Sales Invoice,items,BIO-00179,41,Nos,14293
SI-DEMO-001037,Sales Invoice,items,SVC-TRN-007,7,Nos,644
SI-DEMO-001037,Sales Invoice,items,BIO-00396,18,Nos,425856
SI-DEMO-001038,Sales Invoice,items,BIO-00079,2,Nos,624882
SI-DEMO-001039,Sales Invoice,items,BIO-00332,4,Nos,1265637
SI-DEMO-001039,Sales Invoice,items,BIO-00124,34,Nos,13816
SI-DEMO-001040,Sales Invoice,items,BIO-00072,10,Nos,2828669
SI-DEMO-001041,Sales Invoice,items,BIO-00262,8,Nos,2152781
SI-DEMO-001041,Sales Invoice,items,BIO-00085,46,Nos,351974
SI-DEMO-001042,Sales Invoice,items,BIO-00105,1,Nos,877096
SI-DEMO-001043,Sales Invoice,items,BIO-00190,2,Nos,2072888
SI-DEMO-001044,Sales Invoice,items,BIO-00285,8,Nos,1869944
SI-DEMO-001044,Sales Invoice,items,BIO-00283,38,Nos,270488
SI-DEMO-001045,Sales Invoice,items,BIO-00409,6,Nos,2868590
SI-DEMO-001046,Sales Invoice,items,BIO-00302,4,Nos,1342083
SI-DEMO-001047,Sales Invoice,items,BIO-00090,5,Nos,1325884
SI-DEMO-001047,Sales Invoice,items,BIO-00178,27,Nos,131099
SI-DEMO-001048,Sales Invoice,items,BIO-00151,8,Nos,2301815
SI-DEMO-001048,Sales Invoice,items,BIO-00175,1,Nos,124356
SI-DEMO-001049,Sales Invoice,items,BIO-00403,7,Nos,141647
SI-DEMO-001050,Sales Invoice,items,BIO-00182,6,Nos,651795
SI-DEMO-001051,Sales Invoice,items,BIO-00325,4,Nos,810747
SI-DEMO-001052,Sales Invoice,items,BIO-00322,1,Nos,2869307
SI-DEMO-001052,Sales Invoice,items,BIO-00211,34,Nos,9771
SI-DEMO-001053,Sales Invoice,items,BIO-00132,6,Nos,2407547
SI-DEMO-001054,Sales Invoice,items,BIO-00206,6,Nos,33301
SI-DEMO-001055,Sales Invoice,items,BIO-00205,8,Nos,1007155
SI-DEMO-001055,Sales Invoice,items,BIO-00159,27,Nos,249571
SI-DEMO-001056,Sales Invoice,items,BIO-00340,6,Nos,2323512
SI-DEMO-001057,Sales Invoice,items,BIO-00189,6,Nos,232350
SI-DEMO-001057,Sales Invoice,items,BIO-00298,18,Nos,125351
SI-DEMO-001058,Sales Invoice,items,BIO-00122,6,Nos,1925079
SI-DEMO-001059,Sales Invoice,items,BIO-00092,3,Nos,1162338
SI-DEMO-001060,Sales Invoice,items,BIO-00152,4,Nos,2646122
SI-DEMO-001061,Sales Invoice,items,BIO-00307,5,Nos,948380
SI-DEMO-001061,Sales Invoice,items,BIO-00081,2,Nos,65604
SI-DEMO-001062,Sales Invoice,items,BIO-00181,9,Nos,2398203
SI-DEMO-001062,Sales Invoice,items,BIO-00349,50,Nos,438166
SI-DEMO-001063,Sales Invoice,items,SVC-TRN-007,6,Nos,554
SI-DEMO-001063,Sales Invoice,items,BIO-00185,38,Nos,333762
SI-DEMO-001064,Sales Invoice,items,BIO-00346,7,Nos,1779130
SI-DEMO-001065,Sales Invoice,items,BIO-00337,7,Nos,526289
SI-DEMO-001066,Sales Invoice,items,BIO-00409,8,Nos,1360765
SI-DEMO-001067,Sales Invoice,items,BIO-00162,6,Nos,1509876
SI-DEMO-001068,Sales Invoice,items,BIO-00124,4,Nos,936280
SI-DEMO-001068,Sales Invoice,items,BIO-00349,14,Nos,412092
SI-DEMO-001069,Sales Invoice,items,BIO-00380,1,Nos,317094
SI-DEMO-001070,Sales Invoice,items,BIO-00140,8,Nos,2281268
SI-DEMO-001071,Sales Invoice,items,BIO-00257,9,Nos,2099915
SI-DEMO-001072,Sales Invoice,items,BIO-00311,1,Nos,1904537
SI-DEMO-001073,Sales Invoice,items,BIO-00249,9,Nos,2141323
SI-DEMO-001073,Sales Invoice,items,BIO-00131,13,Nos,432403
SI-DEMO-001074,Sales Invoice,items,BIO-00193,10,Nos,141226
SI-DEMO-001075,Sales Invoice,items,BIO-00368,8,Nos,759673
SI-DEMO-001075,Sales Invoice,items,BIO-00179,48,Nos,318909
SI-DEMO-001076,Sales Invoice,items,BIO-00166,6,Nos,233444
SI-DEMO-001076,Sales Invoice,items,BIO-00334,18,Nos,121696
SI-DEMO-001077,Sales Invoice,items,BIO-00273,4,Nos,2758203
SI-DEMO-001078,Sales Invoice,items,BIO-00332,4,Nos,1332745
SI-DEMO-001079,Sales Invoice,items,BIO-00398,1,Nos,2174474
SI-DEMO-001079,Sales Invoice,items,BIO-00201,15,Nos,405024
SI-DEMO-001080,Sales Invoice,items,BIO-00321,3,Nos,1738127
SI-DEMO-001081,Sales Invoice,items,BIO-00122,1,Nos,947200
SI-DEMO-001081,Sales Invoice,items,BIO-00086,47,Nos,479592
SI-DEMO-001082,Sales Invoice,items,BIO-00365,7,Nos,2252838
SI-DEMO-001082,Sales Invoice,items,BIO-00085,15,Nos,258530
SI-DEMO-001083,Sales Invoice,items,BIO-00194,6,Nos,2897554
SI-DEMO-001084,Sales Invoice,items,BIO-00077,9,Nos,2630414
SI-DEMO-001084,Sales Invoice,items,BIO-00389,30,Nos,489835
SI-DEMO-001085,Sales Invoice,items,BIO-00183,7,Nos,672809
SI-DEMO-001086,Sales Invoice,items,BIO-00185,7,Nos,955464
SI-DEMO-001087,Sales Invoice,items,BIO-00351,2,Nos,2937112
SI-DEMO-001087,Sales Invoice,items,BIO-00285,4,Nos,22112
SI-DEMO-001088,Sales Invoice,items,BIO-00170,2,Nos,2596757
SI-DEMO-001088,Sales Invoice,items,BIO-00193,38,Nos,345130
SI-DEMO-001089,Sales Invoice,items,BIO-00298,6,Nos,2490713
SI-DEMO-001090,Sales Invoice,items,BIO-00219,8,Nos,634496
SI-DEMO-001090,Sales Invoice,items,BIO-00138,29,Nos,48304
SI-DEMO-001091,Sales Invoice,items,SVC-PHRM,1639,Kg,521
SI-DEMO-001091,Sales Invoice,items,BIO-00118,27,Nos,188759
SI-DEMO-001092,Sales Invoice,items,BIO-00143,8,Nos,878973
SI-DEMO-001092,Sales Invoice,items,BIO-00160,20,Nos,101396
SI-DEMO-001093,Sales Invoice,items,SVC-JAN-006,1,Nos,181
SI-DEMO-001093,Sales Invoice,items,BIO-00119,5,Nos,12630
SI-DEMO-001094,Sales Invoice,items,BIO-00265,1,Nos,1579963
SI-DEMO-001095,Sales Invoice,items,BIO-00220,10,Nos,2814356
SI-DEMO-001096,Sales Invoice,items,BIO-00180,2,Nos,1256285
SI-DEMO-001096,Sales Invoice,items,BIO-00403,20,Nos,264684
